"gene","Genotype.statistic","Diet.statistic","Genotype:Diet.statistic","Genotype.p.value","Diet.p.value","Genotype:Diet.p.value","Genotype.p.adj","Diet.p.adj","Genotype:Diet.p.adj"
"Vdac2",0.74365952162386,11.431033313027,67.4215935663246,0.388502211724738,0.000723757560380274,2.3339887406191e-16,0.569560371030905,0.00234594766401038,2.45648501243067e-14
"Zmiz1",0.0454407587538947,0.41939384650886,67.1681786331977,0.831197960571401,0.517247633043297,2.65290250911368e-16,0.905294606633837,0.633932463269367,2.77044813917137e-14
"Rnf31",278.694397204793,31.6354048933384,67.1579114564914,4.08539709964577e-62,1.88675594139423e-08,2.66670472316688e-16,1.09645249159326e-59,1.13877177377329e-07,2.77044813917137e-14
"Eif2ak3",12.5546827632666,1.37968782696494,66.9802376535623,0.000396180750571671,0.240169332534936,2.91726033459681e-16,0.00224795582327541,0.364029250923388,3.0113232800008e-14
"Slpi",256.182740535674,1386.78216543705,66.7017317985951,2.80762280375997e-57,7.67058008549597e-293,3.358243728434e-16,6.74793283715624e-55,3.43109308657615e-290,3.44444578082628e-14
"Vcp",40.144518920783,1.47062383253678,66.6647401061298,2.41254276862829e-10,0.225262660050262,3.42162876212086e-16,4.24581160690943e-09,0.345302676324547,3.48724607319191e-14
"Pdcd4",3.21430032815124,8.20424486898069,66.4838544821179,0.0730135997849578,0.00418391631240923,3.74924056841942e-16,0.179721491491467,0.0115524012995072,3.79710823102251e-14
"Fastk",4.761989452334,34.6820469347961,65.9163925527418,0.0291073403081454,3.94862437615122e-09,4.99496514078375e-16,0.0873014556245781,2.51124400984056e-08,5.02712022887755e-14
"St6galnac2",70.2230818521051,5.97805495373034,65.6664695536587,5.66804139220914e-17,0.014494158558408,5.66774522755374e-16,2.06498802123855e-15,0.0347682757732823,5.66880132914893e-14
"Cox7b",44.386110437467,85.5624055640196,65.3876818272705,2.77125373134643e-11,2.48153288663781e-20,6.52575296218195e-16,5.67033022056818e-10,3.22779677492154e-19,6.48667900926025e-14
"Ethe1",493.45361111713,773.951712133355,65.046205835008,6.33339727476116e-108,6.30073453397745e-167,7.75574033824522e-16,5.36772085870942e-105,1.02485584041049e-164,7.61528577236358e-14
"Rfk",67.7743625103453,271.982101639417,65.054446230317,1.95287697389479e-16,1.1291598602813e-60,7.72348804753669e-16,6.71948245953585e-15,4.96799487161471e-59,7.61528577236358e-14
"Hspa5",201.702385322012,79.9852359667634,64.7090382757988,1.53435307483372e-45,4.11785589396087e-19,9.19764351893362e-16,2.52119260857626e-43,5.06568628422092e-18,8.97634264153868e-14
"Dusp6",193.457229711499,482.77117720012,64.4979677429513,9.2563482088227e-44,1.16606493782905e-105,1.02338311242583e-15,1.43322091544877e-41,9.83096528474408e-104,9.92743268638137e-14
"Slc15a2",5.93993449514792,8.72006244962681,64.4601795330073,0.0148108550810621,0.00315119833164663,1.04313067700206e-15,0.0504439930986342,0.00897325318028395,1.00584031687211e-13
"Pabpn1",0.253518989284699,0.00037649604628787,64.2673025437222,0.614614025634481,0.984519421184818,1.15002423145846e-15,0.761317665753235,0.989249734140717,1.1023119166176e-13
"Parp9",44.7172475907894,43.3895275422509,64.2286770413442,2.34097892343217e-11,4.60564083766469e-11,1.17271350199085e-15,4.89056165410486e-10,3.4495178794844e-10,1.11740861080229e-13
"Vars",11.458291846536,32.067636170456,64.0061560527587,0.000713224329162453,1.51090606361435e-08,1.31242742641779e-15,0.00376243661286811,9.19853321073038e-08,1.24317757927092e-13
"H2-Q7",1247.14175184991,544.36889963851,63.756444951917,1.691141436532e-264,1.05747497490941e-118,1.48913962933388e-15,5.44649011049496e-261,1.03832436103453e-116,1.4023166930505e-13
"Fgfr3",270.908864956903,204.923291926718,63.7254477056135,1.91999943510169e-60,3.09520864593665e-46,1.51267493637772e-15,4.98673401668429e-58,9.88931444950751e-45,1.41619793607502e-13
"Gale",62.0797672047331,69.1442758511093,63.6065348947422,3.47851108123228e-15,9.77416031251147e-17,1.60646649586829e-15,1.05887455465186e-13,1.04719430147952e-15,1.49531387184781e-13
"Ythdc1",2.30670629400782,0.515027690860436,63.0491046735605,0.128833712144014,0.472979461940848,2.12988012033034e-15,0.271687960536283,0.594409062358621,1.9711183665333e-13
"Fads2",119.238216868335,2188.92874353497,62.9841034928265,1.12654219969355e-27,0,2.20109640276978e-15,8.17149055930863e-26,0,2.0253860213601e-13
"Chmp4b",0.552653117689632,0.171530347273742,62.9369905337729,0.45724502220382,0.67876007063251,2.25419886737102e-15,0.632235668259326,0.767561335491244,2.06246388416338e-13
"Mvk",7.03514823760408,110.124350180948,62.5020018819027,0.00799929337745891,1.08534997447447e-25,2.80923761018783e-15,0.0302945957801554,1.73558993435575e-24,2.55577136931382e-13
"Ldlr",10.2626690749236,85.0967366379496,61.7154060319676,0.00135977364419164,3.13712183881386e-20,4.18299441413967e-15,0.00665317337989637,4.06085795582151e-19,3.78419994667927e-13
"Pdia6",11.5866279488003,30.2736703173024,61.4840109265842,0.000665675710165981,3.80123447431092e-08,4.7028060033735e-15,0.00354359535894307,2.22424704723215e-07,4.23068631688958e-13
"Dad1",0.082147158955154,65.7828624578944,61.1358203043732,0.774411647834118,5.34382732726815e-16,5.60931387264793e-15,0.87140336514276,5.47054363960579e-15,5.01815451618054e-13
"Slc44a1",65.46258031248,26.1162557856742,60.8716270969873,6.28322865778339e-16,3.24641130671865e-07,6.41209914599798e-15,2.06066865735817e-14,1.72873549180193e-06,5.70464268221025e-13
"Galnt12",51.2257500911123,106.773579359732,60.5542130685245,8.539099899024e-13,5.82806860708e-25,7.53006993121279e-15,2.07711670202392e-11,9.13820728138357e-24,6.66245692869888e-13
"mt-Nd1",0.397510859097406,9.48162390441574,60.3789652016184,0.528385289189482,0.00207841843857456,8.22883976045215e-15,0.692881784350018,0.00617505020597161,7.24092932582301e-13
"Dnajc10",3.84576379191594,26.9056355672783,59.9535579659229,0.0498866666277241,2.15870504853399e-07,1.02070584443647e-14,0.134245486749037,1.17397188931555e-06,8.93284033313069e-13
"Mat2a",6.39023378418366,1.16772588959949,59.8456038446003,0.0114831806931702,0.279882981486488,1.07806629567469e-14,0.0408724803301018,0.409685996807283,9.38383868067542e-13
"Isg15",43.918909059692,5.23342187917328,59.6716178512746,3.51630457298814e-11,0.022168046721218,1.17737808618699e-14,7.07788156735351e-10,0.0503699811417769,1.01931824311125e-12
"Shroom3",1.27354903051644,32.8665659821438,59.4589767703806,0.25911646124373,1.00232089192014e-08,1.31126947219326e-14,0.443369713676313,6.17931597342651e-08,1.12916429469134e-12
"Acss1",26.2581382060575,6.75666754658574,59.3817925209378,3.0167465381635e-07,0.00934716099969736,1.36355114321796e-14,3.33187033635438e-06,0.0236662474179444,1.15564547680205e-12
"Rnf19b",40.3316768992201,5.55353180601434,59.3956334210832,2.19259679072375e-10,0.018453721873078,1.35402471717679e-14,3.88420089340204e-09,0.0429050365755379,1.15564547680205e-12
"Slc36a1",75.9261945030347,344.406895841095,59.3874664129967,3.18712543254063e-18,3.40062503328137e-76,1.35963782758988e-14,1.27667365274134e-16,1.98406756923659e-74,1.15564547680205e-12
"Tat",0.229880076282513,25.035028538783,58.9675771611156,0.631618388815485,5.681048411368e-07,1.6819002995376e-14,0.77422173366033,2.94343380206753e-06,1.41799165044262e-12
"Sec22b",9.36139854227236,13.5905843140178,58.8842560990628,0.00221917653671399,0.000227967521253194,1.75441617358479e-14,0.0101665433202576,0.000814321427404656,1.47142518975187e-12
"Sh3glb2",8.20937907687534,4.84523702880049,58.8282644178213,0.00417209949286103,0.027734792909501,1.80489622496084e-14,0.017478225476683,0.0612302399536186,1.50591937360333e-12
"H2-K1",406.791660387838,1132.17756670287,58.5326730862,1.64880201946242e-89,5.18275355144467e-241,2.0964940163322e-14,8.04565421800101e-87,1.66915760877827e-238,1.7401981002576e-12
"Dynll1",2.92916790441158,1.76335400483103,58.4884958828564,0.0870089525335802,0.184222975053695,2.14395088876065e-14,0.205123188712504,0.294650632428452,1.7704636493186e-12
"Dctn3",24.8289839636061,116.897558277259,58.3702671423694,6.32093822209398e-07,3.63935240593642e-27,2.27631197542564e-14,6.61377960951133e-06,6.28129601208942e-26,1.86813560949992e-12
"Arap1",101.301868341759,342.237465622612,58.3623781825032,9.0833793904003e-24,9.89612287374828e-76,2.28542951668313e-14,5.36219008713596e-22,5.73227577827225e-74,1.86813560949992e-12
"Alb",43.6059776229205,89.6483037353059,58.1717446905969,4.12443702176804e-11,3.17515855960477e-21,2.51721376712882e-14,8.21977838632806e-10,4.34775325555405e-20,2.047206731923e-12
"Rapgef3",11.1376694444059,71.4466199785934,57.8411699525475,0.000847575542156116,3.05571764477042e-17,2.97628902216649e-14,0.00436752286570878,3.38885821168995e-16,2.40840111175613e-12
"Ino80c",18.4754009841749,0.7012133706051,57.7080782432075,1.72984659450339e-05,0.4023870192195,3.18397031721067e-14,0.000135616941145512,0.527657831473258,2.56357370090217e-12
"Atp8a1",80.4031170017939,2249.16167194224,57.5941450977339,3.33593848547369e-19,0,3.37323875468228e-14,1.45974503890171e-17,0,2.70245092868899e-12
"Acly",21.5755182214849,98.5792126835693,57.538013829261,3.42489557160803e-06,3.56519771205049e-23,3.47058435174117e-14,3.1035893130292e-05,5.22863194509555e-22,2.76667424832119e-12
"Capzb",11.7794369707119,2.12635124649947,56.8806859993676,0.000600185773210263,0.144801891630905,4.84294765780599e-14,0.00324321862617613,0.243863181510856,3.84167419377585e-12
"Soat1",7.07420578323469,43.7878291159103,56.556292037244,0.00782683516917301,3.75927571595118e-11,5.70867317295657e-14,0.0297253600776399,2.83008961449097e-10,4.48423239532291e-12
"Car2",160.444148056596,18.3453018478352,56.5592342849353,1.28096035018711e-36,1.85195186787714e-05,5.7001635577399e-14,1.38438285362839e-34,7.82729158226394e-05,4.48423239532291e-12
"mt-Atp8",0.728207402090291,58.6113898703257,56.5112009209269,0.393475821252905,2.01452342282627e-14,5.84068809072828e-14,0.573614081987645,1.87189097967521e-13,4.56566020995133e-12
"Syt7",62.9903174651188,25.9153681648016,56.1501177518506,2.19418651760165e-15,3.60188646346253e-07,7.0142013744921e-14,6.84747780870919e-14,1.90355030263003e-06,5.45650650886214e-12
"Ptprf",0.0327953303016334,16.1601631139973,56.0966209936876,0.856295126783543,5.8434298764529e-05,7.20708436998028e-14,0.919690550696684,0.00022883451191761,5.57959998124002e-12
"Nxpe2",49.2639358859118,75.9232181817968,55.5158632275392,2.31429222439903e-12,3.19191341066184e-18,9.67546099794002e-14,5.35446087492782e-11,3.72459287332519e-17,7.45473437558986e-12
"Aldh1l2",24.6920604814951,20.5081351717506,55.3094338182802,6.78566141973272e-07,5.97462210425774e-06,1.07434577182435e-13,7.0587536073615e-06,2.69947642381769e-05,8.23818569699406e-12
"Cuedc1",14.0060991178973,267.198078279973,55.2837792474091,0.000182765454187302,1.20380039808396e-59,1.08841750359266e-13,0.0011428019865116,5.19699673199624e-58,8.2673523869588e-12
"Glrx5",0.647501151829194,3.11869624674905,55.2925576794003,0.421017764063466,0.0774150522778167,1.08358182805955e-13,0.598856024619203,0.145895384557417,8.2673523869588e-12
"Cdk5rap3",30.0777925819416,0.122601096485945,55.2510981975457,4.20452225672543e-08,0.726234291455093,1.106610766611e-13,5.3479796129581e-07,0.80453362501426,8.32978380574397e-12
"H2-Eb1",27.7726519616358,2012.30877132257,55.2504362671791,1.37959708296755e-07,0,1.10698238491536e-13,1.62039765332068e-06,0,8.32978380574397e-12
"Tspan13",1.12801703678224,124.323427380246,55.2218956100128,0.288212462474612,8.82689697961287e-29,1.12312490686832e-13,0.477751345907242,1.62445168071664e-27,8.4119443606049e-12
"Slc39a11",31.4731626808633,3.64616343533817,55.2064891621682,2.05087727022966e-08,0.056213860531186,1.13193643639067e-13,2.74296317961032e-07,0.11173278875853,8.43869094222171e-12
"Slc6a9",2.18182906389238,48.8667673973954,55.1202799622904,0.139665303756322,2.83219860834847e-12,1.18253482442511e-13,0.288041801535355,2.30454240476177e-11,8.77528031231223e-12
"Ccnd2",48.1587928422856,801.785184349295,55.0883866380738,4.05976858749107e-12,9.84386214870036e-173,1.20182211357142e-13,9.09241356945322e-11,1.74193090308266e-170,8.87749609855074e-12
"Zfp664",2.4101362716715,253.948645541525,55.0667572256734,0.12056884705611,8.48750286494933e-57,1.21508119353513e-13,0.259145774712298,3.4513701675323e-55,8.93445317785212e-12
"Tcf3",163.415568572021,192.781034564155,55.0313794085241,2.91040655881808e-37,1.29572530867217e-43,1.2370844697078e-13,3.37167459112573e-35,3.92200463262178e-42,9.05489600713847e-12
"Anxa2",10.1654090075939,132.540145873485,54.8947305221326,0.00143336561989713,1.44605508524002e-30,1.32588322570834e-13,0.0069690478795904,2.88190903930941e-29,9.66094913284226e-12
"Trub1",25.467744859729,38.0766866370673,54.5452545337777,4.54072537668735e-07,6.94216144576443e-10,1.58309550425601e-13,4.88765379283398e-06,4.72683407023867e-09,1.148314725452e-11
"Noxo1",0.0138908669908842,56.1344293506847,54.4635053000244,0.906180235954994,7.07022445042447e-14,1.6501398316389e-13,0.948648481720042,6.35333841100364e-13,1.19157855196777e-11
"Antkmt",0.709394364870614,4.99301680092518,54.317469081789,0.399655746433726,0.0254616058876328,1.77705756705874e-13,0.579342749704831,0.0568473336968469,1.27749812510477e-11
"Smim10l1",2.94702574873608,9.59638043157945,54.2704629456775,0.0860523763172418,0.00195251000369861,1.81995311672134e-13,0.203659820081797,0.0058343419167858,1.30252022393616e-11
"Zfp692",0.263294081332015,12.1983768432023,54.2235562779107,0.607872135586577,0.000479419136756169,1.8637907909587e-13,0.756439936186417,0.00160467394703483,1.32799217286761e-11
"Adamts17",13.7685115540219,322.694053646942,54.1889351854108,0.000207373980603216,1.50443562937307e-71,1.89682309101357e-13,0.00127650734313975,8.12950568449481e-70,1.34557454777936e-11
"Pik3c2b",79.4778313909117,159.575741045461,54.1560510845314,5.31773593995751e-19,1.97541007045168e-36,1.9287404652699e-13,2.27743355960468e-17,4.78346291195239e-35,1.3622152505369e-11
"Gfi1",4.99901928203035,87.2589890169601,54.051190875054,0.025373472813846,1.05647907089144e-20,2.03415180744684e-13,0.0782737610577323,1.4059902874847e-19,1.43039067927146e-11
"Ppm1a",35.4281293485487,43.3456176828782,53.9627381013568,2.69376344197876e-09,4.70991489949523e-11,2.12753972264616e-13,4.09609751710897e-08,3.52597673763699e-10,1.48955531103353e-11
"Tmem238",15.0274119753079,0.442652390442444,53.5304244960224,0.000106323960085646,0.505853260957941,2.64950948980446e-13,0.000702558362437077,0.623574604700736,1.84697191836889e-11
"H3f3a",2.72584918914893,37.3992714850002,53.4400993473037,0.098752439200602,9.81754650565737e-10,2.77380744068246e-13,0.223218771539485,6.59540890198584e-09,1.92528539729783e-11
"Znfx1",22.7076102383654,8.94999681903578,53.2809007186058,1.9004088736587e-06,0.00277832983861227,3.00725952889627e-13,1.80437995828573e-05,0.00800634312655214,2.07049495589819e-11
"Fam3d",0.0696163846199625,126.455064345029,53.2799375537796,0.791899060710978,3.03676560416593e-29,3.00873017251553e-13,0.881390003775842,5.72611668897938e-28,2.07049495589819e-11
"Auts2",161.695124359194,40.5300449430589,53.2571270986547,6.86380338204017e-37,1.98134898095092e-10,3.04377029600621e-13,7.72921859167782e-35,1.41488526120855e-09,2.0827307938492e-11
"Dynll2",36.5822482743994,21.5569127200094,53.2515637028092,1.49149892836382e-09,3.45824372943015e-06,3.05237823603311e-13,2.38756280517522e-08,1.6211526974947e-05,2.0827307938492e-11
"Slc22a23",36.5025241196652,75.2342480136179,53.1908770744149,1.55364154122105e-09,4.51832308376057e-18,3.1478725173926e-13,2.47216301761686e-08,5.24575029688511e-17,2.13882663069929e-11
"Lrrc31",130.394842178182,604.881532640264,53.022521718317,4.22898464013669e-30,1.79848198792283e-131,3.42873442244658e-13,3.54684060729798e-28,2.0539684717391e-129,2.31987018506963e-11
"Iigp1",124.332655890052,288.510106945218,52.9620252297193,8.78621096135168e-29,3.19424590452615e-64,3.53567122193115e-13,6.8681725781867e-27,1.4866168150458e-62,2.38221396178901e-11
"Gdi1",0.779789898111825,0.226177291248907,52.9316732247991,0.377216791142238,0.634378483832877,3.59057397757936e-13,0.559169102408745,0.732286503595757,2.40912553170668e-11
"H2-Ab1",22.8718279119634,3491.47932522122,52.8739228040939,1.74494829557582e-06,0,3.6974039129991e-13,1.67549852804852e-05,0,2.4705101747313e-11
"Os9",19.6087548390259,0.00478811850703086,52.5756314648715,9.55730074825553e-06,0.944834164608184,4.30199305331722e-13,7.86816022234963e-05,0.963563302893324,2.86260306353583e-11
"Sphk2",22.9359646907063,6.89129263284183,52.4854047022283,1.687754982052e-06,0.00866872976737951,4.50366480549305e-13,1.62450200095537e-05,0.0221751478068486,2.97223419519896e-11
"Kat6a",31.6534715557658,25.0859211154883,52.4934865601092,1.86931420037201e-08,5.53326473177322e-07,4.48522114207383e-13,2.51685339202261e-07,2.86778764003039e-06,2.97223419519896e-11
"Mid1ip1",40.343535881908,134.916703306547,52.3647820630751,2.17935670088733e-10,4.40576747351984e-31,4.78813343287826e-13,3.86499790246571e-09,9.02621801858651e-30,3.14707398651586e-11
"Ap3d1",27.1399066658408,0.00682314535114981,51.9653171488529,1.91264613730037e-07,0.934168633315209,5.86498279028886e-13,2.18900787128272e-06,0.956381047890827,3.83917958829356e-11
"Ogfr",7.73020878795465,1.87586875951675,51.8894303538471,0.00543589218711398,0.170820931277962,6.09543701031259e-13,0.0219493911457112,0.277207442947599,3.97387944036695e-11
"Clmn",9.40555155800261,12.9262124293084,51.7945344707876,0.00216639264548484,0.000324849153016868,6.39641200596018e-13,0.00995588492301439,0.00112407982479822,4.15328316661197e-11
"Mfsd4a",18.3508217814298,21.6342537968969,51.6488372738097,1.84659935214501e-05,3.32172160280485e-06,6.88771227424024e-13,0.000144068746936004,1.56174256846617e-05,4.45433055229279e-11
"Tfcp2l1",30.1830478911922,24.6789517018368,51.4271877840541,3.98275750666472e-08,6.83191180852238e-07,7.70852060740653e-13,5.09002731189064e-07,3.5036393583642e-06,4.9652122936427e-11
